n	d	dxn	grid_acc	model_size	level
5	1	5	0.4333333333333333	7	5
6	1	6	0.5	7	5
7	1	7	0.119047619047619	7	5
2	2	4	0.3333333333333333	7	5
3	2	6	0.2666666666666666	7	5
4	2	8	0.0535714285714285	7	5
5	2	10	0.1	7	5
6	2	12	0.2142857142857143	7	5
7	2	14	0.119047619047619	7	5
2	3	6	0.3571428571428571	7	5
3	3	9	0.3518518518518518	7	5
4	3	12	0.3125	7	5
5	3	15	0.0933333333333333	7	5
6	3	18	0.1904761904761904	7	5
7	3	21	0.119047619047619	7	5
2	4	8	0.5535714285714286	7	5
3	4	12	0.4722222222222222	7	5
4	4	16	0.1875	7	5
5	4	20	0.24	7	5
6	4	24	0.1916666666666666	7	5
7	4	28	0.1275510204081632	7	5
2	5	10	0.3625	7	5
3	5	15	0.2222222222222222	7	5
4	5	20	0.2875	7	5
5	5	25	0.16	7	5
6	5	30	0.0875	7	5
7	5	35	0.08	7	5
2	6	12	0.3981481481481481	7	5
3	6	18	0.3166666666666666	7	5
4	6	24	0.125	7	5
5	6	30	0.1416666666666666	7	5
6	6	36	0.1388888888888889	7	5
7	6	42	0.1394557823129251	7	5
2	7	14	0.3392857142857143	7	5
3	7	21	0.2222222222222222	7	5
4	7	28	0.3	7	5
5	7	35	0.1828571428571428	7	5
6	7	42	0.1047619047619047	7	5
7	7	49	0.0884353741496598	7	5
2	1	2		7	6
3	1	3		7	6
4	1	4		7	6
5	1	5		7	6
6	1	6		7	6
7	1	7		7	6
2	2	4	0.55	7	6
3	2	6	0.2777777777777778	7	6
4	2	8	0.175	7	6
5	2	10	0.25	7	6
6	2	12	0.2222222222222222	7	6
7	2	14	0.0857142857142857	7	6
2	3	6	0.3333333333333333	7	6
3	3	9	0.3777777777777777	7	6
4	3	12	0.25	7	6
5	3	15	0.2	7	6
6	3	18	0.1666666666666666	7	6
7	3	21	0.1700680272108843	7	6
2	4	8	0.625	7	6
3	4	12	0.3541666666666667	7	6
4	4	16	0.125	7	6
5	4	20	0.19	7	6
6	4	24	0.1197916666666666	7	6
7	4	28	0.2285714285714286	7	6
2	5	10	0.4	7	6
3	5	15	0.2416666666666666	7	6
4	5	20	0.3	7	6
5	5	25	0.24	7	6
6	5	30	0.1222222222222222	7	6
7	5	35	0.1257142857142857	7	6
2	6	12	0.4166666666666667	7	6
3	6	18	0.3055555555555556	7	6
4	6	24	0.15	7	6
5	6	30	0.1166666666666666	7	6
6	6	36	0.1419753086419753	7	6
7	6	42	0.1380952380952381	7	6
2	7	14	0.5571428571428572	7	6
3	7	21	0.2777777777777778	7	6
4	7	28	0.1428571428571428	7	6
5	7	35	0.1959183673469387	7	6
6	7	42	0.1507936507936507	7	6
7	7	49	0.1341107871720116	7	6
2	1	2		7	7
3	1	3	0.3809523809523809	7	7
4	1	4	0.2	7	7
5	1	5	0.3142857142857143	7	7
6	1	6	0.0714285714285714	7	7
7	1	7	0.1904761904761904	7	7
2	2	4		7	7
3	2	6	0.2857142857142857	7	7
4	2	8	0.05	7	7
5	2	10	0.1666666666666666	7	7
6	2	12	0.0833333333333333	7	7
7	2	14	0.0833333333333333	7	7
2	3	6		7	7
3	3	9	0.3333333333333333	7	7
4	3	12	0.2083333333333333	7	7
5	3	15	0.3	7	7
6	3	18	0.0888888888888888	7	7
7	3	21	0.0612244897959183	7	7
2	4	8		7	7
3	4	12	0.3055555555555555	7	7
4	4	16	0.075	7	7
5	4	20	0.2	7	7
6	4	24	0.1416666666666666	7	7
7	4	28	0.0816326530612244	7	7
2	5	10		7	7
3	5	15	0.44	7	7
4	5	20	0.2333333333333333	7	7
5	5	25	0.1119999999999999	7	7
6	5	30	0.119047619047619	7	7
7	5	35	0.1224489795918367	7	7
2	6	12		7	7
3	6	18	0.1222222222222222	7	7
4	6	24	0.2986111111111111	7	7
5	6	30	0.137037037037037	7	7
6	6	36	0.1018518518518518	7	7
7	6	42	0.1507936507936507	7	7
2	7	14		7	7
3	7	21	0.2619047619047619	7	7
4	7	28	0.0857142857142857	7	7
5	7	35	0.2071428571428571	7	7
6	7	42	0.1468253968253968	7	7
7	7	49	0.1258503401360544	7	7
2	1	2	0.6666666666666666	7	8
3	1	3	0.6666666666666666	7	8
4	1	4	0.2857142857142857	7	8
5	1	5	0.1666666666666666	7	8
6	1	6	0.3	7	8
7	1	7	0.2142857142857142	7	8
2	2	4	0.5	7	8
3	2	6	0.3055555555555555	7	8
4	2	8	0.1785714285714285	7	8
5	2	10	0.05	7	8
6	2	12	0.1666666666666666	7	8
7	2	14	0.0714285714285714	7	8
2	3	6	0.5833333333333334	7	8
3	3	9	0.2698412698412698	7	8
4	3	12	0.2261904761904762	7	8
5	3	15	0.1333333333333333	7	8
6	3	18	0.0793650793650793	7	8
7	3	21	0.0952380952380952	7	8
2	4	8	0.5	7	8
3	4	12	0.3333333333333333	7	8
4	4	16	0.34375	7	8
5	4	20	0.1166666666666666	7	8
6	4	24	0.2916666666666667	7	8
7	4	28	0.1428571428571428	7	8
2	5	10	0.4285714285714285	7	8
3	5	15	0.3166666666666666	7	8
4	5	20	0.25	7	8
5	5	25	0.12	7	8
6	5	30	0.15	7	8
7	5	35	0.1285714285714285	7	8
2	6	12	0.2380952380952381	7	8
3	6	18	0.3518518518518518	7	8
4	6	24	0.0208333333333333	7	8
5	6	30	0.075	7	8
6	6	36	0.0925925925925926	7	8
7	6	42	0.1607142857142857	7	8
2	7	14	0.5	7	8
3	7	21	0.1488095238095238	7	8
4	7	28	0.1517857142857142	7	8
5	7	35	0.1666666666666666	7	8
6	7	42	0.2095238095238095	7	8
7	7	49	0.1054421768707483	7	8
2	1	2		7	9
3	1	3		7	9
4	1	4		7	9
5	1	5		7	9
6	1	6		7	9
7	1	7		7	9
2	2	4	0.4166666666666667	7	9
3	2	6	0.3	7	9
4	2	8	0.15	7	9
5	2	10	0.18	7	9
6	2	12	0.0833333333333333	7	9
7	2	14	0.0857142857142857	7	9
2	3	6	0.6944444444444445	7	9
3	3	9	0.2777777777777778	7	9
4	3	12	0.25	7	9
5	3	15	0.1142857142857142	7	9
6	3	18	0.1296296296296296	7	9
7	3	21	0.0952380952380952	7	9
2	4	8	0.6	7	9
3	4	12	0.2638888888888889	7	9
4	4	16	0.2589285714285714	7	9
5	4	20	0.13	7	9
6	4	24	0.1388888888888889	7	9
7	4	28	0.1071428571428571	7	9
2	5	10	0.4428571428571429	7	9
3	5	15	0.3523809523809523	7	9
4	5	20	0.2083333333333333	7	9
5	5	25	0.12	7	9
6	5	30	0.0722222222222222	7	9
7	5	35	0.125	7	9
2	6	12	0.513888888888889	7	9
3	6	18	0.3425925925925926	7	9
4	6	24	0.1011904761904761	7	9
5	6	30	0.1619047619047618	7	9
6	6	36	0.1507936507936508	7	9
7	6	42	0.0884353741496598	7	9
2	7	14	0.3775510204081632	7	9
3	7	21	0.2285714285714285	7	9
4	7	28	0.2357142857142857	7	9
5	7	35	0.0714285714285714	7	9
6	7	42	0.0714285714285714	7	9
7	7	49	0.1156462585034013	7	9
2	1	2		7	10
3	1	3		7	10
4	1	4		7	10
5	1	5		7	10
6	1	6		7	10
7	1	7		7	10
2	2	4		7	10
3	2	6		7	10
4	2	8		7	10
5	2	10		7	10
6	2	12		7	10
7	2	14		7	10
2	3	6		7	10
3	3	9	0.1296296296296296	7	10
4	3	12	0.3333333333333333	7	10
5	3	15	0.0666666666666666	7	10
6	3	18	0.1222222222222222	7	10
7	3	21	0.0952380952380952	7	10
2	4	8		7	10
3	4	12	0.25	7	10
4	4	16	0.3	7	10
5	4	20	0.15	7	10
6	4	24	0.0833333333333333	7	10
7	4	28	0.0857142857142857	7	10
2	5	10		7	10
3	5	15	0.3533333333333333	7	10
4	5	20	0.225	7	10
5	5	25	0.08	7	10
6	5	30	0.1041666666666666	7	10
7	5	35	0.138095238095238	7	10
2	6	12		7	10
3	6	18	0.1444444444444444	7	10
4	6	24	0.2023809523809523	7	10
5	6	30	0.1666666666666666	7	10
6	6	36	0.1180555555555555	7	10
7	6	42	0.0317460317460317	7	10
2	7	14		7	10
3	7	21	0.3238095238095238	7	10
4	7	28	0.2214285714285714	7	10
5	7	35	0.1942857142857142	7	10
6	7	42	0.1825396825396825	7	10
7	7	49	0.1258503401360544	7	10
2	1	2		7	11
3	1	3		7	11
4	1	4		7	11
5	1	5		7	11
6	1	6		7	11
7	1	7		7	11
2	2	4		7	11
3	2	6		7	11
4	2	8		7	11
5	2	10		7	11
6	2	12		7	11
7	2	14		7	11
2	3	6		7	11
3	3	9	0.2407407407407407	7	11
4	3	12	0.119047619047619	7	11
5	3	15	0.1777777777777777	7	11
6	3	18	0.1527777777777778	7	11
7	3	21	0.0793650793650793	7	11
2	4	8		7	11
3	4	12	0.2976190476190476	7	11
4	4	16	0.15	7	11
5	4	20	0.1333333333333333	7	11
6	4	24	0.1428571428571428	7	11
7	4	28	0.1696428571428571	7	11
2	5	10		7	11
3	5	15	0.2476190476190476	7	11
4	5	20	0.3125	7	11
5	5	25	0.1714285714285714	7	11
6	5	30	0.2111111111111111	7	11
7	5	35	0.0785714285714285	7	11
2	6	12		7	11
3	6	18	0.2291666666666666	7	11
4	6	24	0.25	7	11
5	6	30	0.1428571428571428	7	11
6	6	36	0.1388888888888889	7	11
7	6	42	0.1309523809523809	7	11
2	7	14		7	11
3	7	21	0.1964285714285714	7	11
4	7	28	0.1919642857142857	7	11
5	7	35	0.2095238095238095	7	11
6	7	42	0.1369047619047619	7	11
7	7	49	0.1156462585034013	7	11
2	1	2		7	12
3	1	3		7	12
4	1	4		7	12
5	1	5		7	12
6	1	6		7	12
7	1	7		7	12
2	2	4		7	12
3	2	6		7	12
4	2	8		7	12
5	2	10		7	12
6	2	12		7	12
7	2	14		7	12
2	3	6		7	12
3	3	9	0.4259259259259259	7	12
4	3	12	0.2142857142857143	7	12
5	3	15	0.1888888888888889	7	12
6	3	18	0.1388888888888889	7	12
7	3	21	0.0634920634920634	7	12
2	4	8		7	12
3	4	12	0.3958333333333333	7	12
4	4	16	0.075	7	12
5	4	20	0.1583333333333333	7	12
6	4	24	0.1083333333333333	7	12
7	4	28	0.1607142857142857	7	12
2	5	10		7	12
3	5	15	0.2592592592592592	7	12
4	5	20	0.1833333333333333	7	12
5	5	25	0.1266666666666666	7	12
6	5	30	0.1285714285714286	7	12
7	5	35	0.1238095238095238	7	12
2	6	12		7	12
3	6	18	0.2037037037037037	7	12
4	6	24	0.225	7	12
5	6	30	0.175	7	12
6	6	36	0.0771604938271604	7	12
7	6	42	0.1111111111111111	7	12
2	7	14		7	12
3	7	21	0.1071428571428571	7	12
4	7	28	0.1607142857142857	7	12
5	7	35	0.110204081632653	7	12
6	7	42	0.1462585034013605	7	12
7	7	49	0.1428571428571428	7	12
2	1	2	1.0	7	1
3	1	3	0.7333333333333334	7	1
4	1	4	0.75	7	1
5	1	5	0.4444444444444445	7	1
6	1	6	0.5555555555555556	7	1
7	1	7	0.5918367346938777	7	1
2	2	4	0.675	7	1
3	2	6	0.3833333333333333	7	1
4	2	8	0.2	7	1
5	2	10	0.4	7	1
6	2	12	0.25	7	1
7	2	14	0.2063492063492063	7	1
2	3	6	0.45	7	1
3	3	9	0.5111111111111111	7	1
4	3	12	0.375	7	1
5	3	15	0.2888888888888888	7	1
6	3	18	0.2277777777777777	7	1
7	3	21	0.1488095238095238	7	1
2	4	8	0.65	7	1
3	4	12	0.3666666666666667	7	1
4	4	16	0.3046875	7	1
5	4	20	0.26	7	1
6	4	24	0.2037037037037037	7	1
7	4	28	0.1428571428571428	7	1
2	5	10	0.4222222222222222	7	1
3	5	15	0.5238095238095238	7	1
4	5	20	0.3	7	1
5	5	25	0.2933333333333333	7	1
6	5	30	0.2033333333333333	7	1
7	5	35	0.2507936507936508	7	1
2	6	12	0.6083333333333333	7	1
3	6	18	0.4555555555555555	7	1
4	6	24	0.25	7	1
5	6	30	0.2518518518518518	7	1
6	6	36	0.2314814814814815	7	1
7	6	42	0.1428571428571428	7	1
2	7	14	0.5238095238095238	7	1
3	7	21	0.4074074074074074	7	1
4	7	28	0.2607142857142857	7	1
5	7	35	0.2040816326530612	7	1
6	7	42	0.1693121693121693	7	1
7	7	49	0.1714285714285714	7	1
2	1	2		7	2
3	1	3	0.3333333333333333	7	2
4	1	4	0.5833333333333334	7	2
5	1	5	0.675	7	2
6	1	6	0.4666666666666666	7	2
7	1	7	0.4920634920634921	7	2
2	2	4		7	2
3	2	6	0.1833333333333333	7	2
4	2	8	0.5	7	2
5	2	10	0.1444444444444444	7	2
6	2	12	0.2037037037037037	7	2
7	2	14	0.0785714285714285	7	2
2	3	6		7	2
3	3	9	0.3777777777777777	7	2
4	3	12	0.3541666666666667	7	2
5	3	15	0.1583333333333333	7	2
6	3	18	0.2	7	2
7	3	21	0.1571428571428571	7	2
2	4	8		7	2
3	4	12	0.3854166666666667	7	2
4	4	16	0.38125	7	2
5	4	20	0.295	7	2
6	4	24	0.2416666666666666	7	2
7	4	28	0.2035714285714285	7	2
2	5	10		7	2
3	5	15	0.4333333333333333	7	2
4	5	20	0.25	7	2
5	5	25	0.284	7	2
6	5	30	0.1857142857142857	7	2
7	5	35	0.1685714285714286	7	2
2	6	12		7	2
3	6	18	0.3518518518518518	7	2
4	6	24	0.2083333333333333	7	2
5	6	30	0.2066666666666666	7	2
6	6	36	0.1805555555555555	7	2
7	6	42	0.1904761904761904	7	2
2	7	14		7	2
3	7	21	0.3756613756613757	7	2
4	7	28	0.3134920634920635	7	2
5	7	35	0.2	7	2
6	7	42	0.1666666666666666	7	2
7	7	49	0.0952380952380952	7	2
2	1	2	0.7	7	3
3	1	3	0.7333333333333334	7	3
4	1	4	0.6666666666666666	7	3
5	1	5	0.42	7	3
6	1	6	0.4166666666666667	7	3
7	1	7	0.1904761904761904	7	3
2	2	4	0.65	7	3
3	2	6	0.4629629629629629	7	3
4	2	8	0.425	7	3
5	2	10	0.3399999999999999	7	3
6	2	12	0.3	7	3
7	2	14	0.119047619047619	7	3
2	3	6	0.6166666666666667	7	3
3	3	9	0.5111111111111111	7	3
4	3	12	0.3518518518518518	7	3
5	3	15	0.2074074074074074	7	3
6	3	18	0.1666666666666666	7	3
7	3	21	0.1428571428571428	7	3
2	4	8	0.5625	7	3
3	4	12	0.4444444444444444	7	3
4	4	16	0.275	7	3
5	4	20	0.25	7	3
6	4	24	0.2361111111111111	7	3
7	4	28	0.1865079365079365	7	3
2	5	10	0.5700000000000001	7	3
3	5	15	0.4	7	3
4	5	20	0.285	7	3
5	5	25	0.2088888888888889	7	3
6	5	30	0.1933333333333333	7	3
7	5	35	0.16	7	3
2	6	12	0.4074074074074074	7	3
3	6	18	0.4012345679012346	7	3
4	6	24	0.2583333333333333	7	3
5	6	30	0.1833333333333333	7	3
6	6	36	0.1265432098765432	7	3
7	6	42	0.1369047619047619	7	3
2	7	14	0.5357142857142857	7	3
3	7	21	0.3523809523809524	7	3
4	7	28	0.2464285714285714	7	3
5	7	35	0.3015873015873015	7	3
6	7	42	0.1714285714285714	7	3
7	7	49	0.1224489795918367	7	3
2	1	2	0.95	7	4
3	1	3	0.7777777777777778	7	4
4	1	4	0.65	7	4
5	1	5	0.6666666666666667	7	4
6	1	6	0.3666666666666667	7	4
7	1	7	0.4126984126984127	7	4
2	2	4	0.875	7	4
3	2	6	0.4814814814814814	7	4
4	2	8	0.275	7	4
5	2	10	0.29	7	4
6	2	12	0.2037037037037037	7	4
7	2	14	0.3285714285714285	7	4
2	3	6	0.6833333333333332	7	4
3	3	9	0.2777777777777778	7	4
4	3	12	0.3916666666666666	7	4
5	3	15	0.1933333333333333	7	4
6	3	18	0.2333333333333333	7	4
7	3	21	0.1857142857142857	7	4
2	4	8	0.625	7	4
3	4	12	0.3888888888888889	7	4
4	4	16	0.26875	7	4
5	4	20	0.21	7	4
6	4	24	0.1458333333333333	7	4
7	4	28	0.1651785714285714	7	4
2	5	10	0.53	7	4
3	5	15	0.3399999999999999	7	4
4	5	20	0.31	7	4
5	5	25	0.2319999999999999	7	4
6	5	30	0.1666666666666666	7	4
7	5	35	0.1571428571428571	7	4
2	6	12	0.5666666666666667	7	4
3	6	18	0.3666666666666666	7	4
4	6	24	0.3425925925925925	7	4
5	6	30	0.2333333333333333	7	4
6	6	36	0.1611111111111111	7	4
7	6	42	0.1404761904761904	7	4
2	7	14	0.5642857142857143	7	4
3	7	21	0.3428571428571428	7	4
4	7	28	0.242063492063492	7	4
5	7	35	0.1587301587301587	7	4
6	7	42	0.1636904761904762	7	4
7	7	49	0.1862244897959183	7	4
2	1	2	0.8	7	5
3	1	3	0.9	7	5
4	1	4	0.5	7	5
5	1	5	0.54	7	5
6	1	6	0.4333333333333333	7	5
7	1	7	0.365079365079365	7	5
2	2	4	0.85	7	5
3	2	6	0.4259259259259259	7	5
4	2	8	0.2625	7	5
5	2	10	0.21	7	5
6	2	12	0.1666666666666666	7	5
7	2	14	0.2071428571428571	7	5
2	3	6	0.65	7	5
3	3	9	0.419753086419753	7	5
4	3	12	0.3333333333333333	7	5
5	3	15	0.26	7	5
6	3	18	0.2	7	5
7	3	21	0.2	7	5
2	4	8	0.5875	7	5
3	4	12	0.4351851851851852	7	5
4	4	16	0.3125	7	5
5	4	20	0.27	7	5
6	4	24	0.2239583333333333	7	5
7	4	28	0.1464285714285714	7	5
2	5	10	0.5700000000000001	7	5
3	5	15	0.3666666666666666	7	5
4	5	20	0.345	7	5
5	5	25	0.2622222222222222	7	5
6	5	30	0.1633333333333333	7	5
7	5	35	0.1	7	5
2	6	12	0.6166666666666667	7	5
3	6	18	0.4055555555555555	7	5
4	6	24	0.3	7	5
5	6	30	0.2416666666666666	7	5
6	6	36	0.1574074074074074	7	5
7	6	42	0.1428571428571428	7	5
2	7	14	0.3928571428571428	7	5
3	7	21	0.4142857142857142	7	5
4	7	28	0.2579365079365079	7	5
5	7	35	0.2628571428571428	7	5
6	7	42	0.1851851851851851	7	5
7	7	49	0.1269841269841269	7	5
2	1	2		7	6
3	1	3		7	6
4	1	4		7	6
5	1	5		7	6
6	1	6		7	6
7	1	7		7	6
2	2	4	0.85	7	6
3	2	6	0.3666666666666667	7	6
4	2	8	0.4625	7	6
5	2	10	0.2799999999999999	7	6
6	2	12	0.3148148148148148	7	6
7	2	14	0.2071428571428571	7	6
2	3	6	0.7333333333333334	7	6
3	3	9	0.4555555555555555	7	6
4	3	12	0.2666666666666666	7	6
5	3	15	0.2733333333333333	7	6
6	3	18	0.2160493827160493	7	6
7	3	21	0.1428571428571428	7	6
2	4	8	0.75	7	6
3	4	12	0.3833333333333333	7	6
4	4	16	0.30625	7	6
5	4	20	0.225	7	6
6	4	24	0.2037037037037037	7	6
7	4	28	0.1666666666666666	7	6
2	5	10	0.48	7	6
3	5	15	0.46	7	6
4	5	20	0.335	7	6
5	5	25	0.196	7	6
6	5	30	0.2	7	6
7	5	35	0.1365079365079365	7	6
2	6	12	0.5555555555555556	7	6
3	6	18	0.4135802469135802	7	6
4	6	24	0.2666666666666666	7	6
5	6	30	0.2291666666666666	7	6
6	6	36	0.1527777777777778	7	6
7	6	42	0.1058201058201058	7	6
2	7	14	0.6285714285714287	7	6
3	7	21	0.3492063492063492	7	6
4	7	28	0.2738095238095238	7	6
5	7	35	0.2114285714285714	7	6
6	7	42	0.1768707482993197	7	6
7	7	49	0.1156462585034013	7	6
2	1	2		7	7
3	1	3	1.0	7	7
4	1	4	0.3	7	7
5	1	5	0.62	7	7
6	1	6	0.2833333333333333	7	7
7	1	7	0.3285714285714285	7	7
2	2	4		7	7
3	2	6	0.4833333333333333	7	7
4	2	8	0.3375	7	7
5	2	10	0.25	7	7
6	2	12	0.175	7	7
7	2	14	0.2571428571428572	7	7
2	3	6		7	7
3	3	9	0.6111111111111112	7	7
4	3	12	0.2833333333333333	7	7
5	3	15	0.28	7	7
6	3	18	0.1888888888888888	7	7
7	3	21	0.1428571428571428	7	7
2	4	8		7	7
3	4	12	0.425	7	7
4	4	16	0.2986111111111111	7	7
5	4	20	0.245	7	7
6	4	24	0.1916666666666666	7	7
7	4	28	0.2142857142857142	7	7
2	5	10		7	7
3	5	15	0.3481481481481481	7	7
4	5	20	0.2222222222222222	7	7
5	5	25	0.2319999999999999	7	7
6	5	30	0.1466666666666666	7	7
7	5	35	0.1542857142857143	7	7
2	6	12		7	7
3	6	18	0.4499999999999999	7	7
4	6	24	0.2749999999999999	7	7
5	6	30	0.2333333333333333	7	7
6	6	36	0.1666666666666666	7	7
7	6	42	0.1571428571428571	7	7
2	7	14		7	7
3	7	21	0.3756613756613757	7	7
4	7	28	0.2714285714285714	7	7
5	7	35	0.2	7	7
6	7	42	0.119047619047619	7	7
7	7	49	0.1173469387755102	7	7
2	1	2	0.75	7	8
3	1	3	0.5666666666666667	7	8
4	1	4	0.5	7	8
5	1	5	0.54	7	8
6	1	6	0.25	7	8
7	1	7	0.2857142857142857	7	8
2	2	4	0.625	7	8
3	2	6	0.4666666666666666	7	8
4	2	8	0.2625	7	8
5	2	10	0.2777777777777778	7	8
6	2	12	0.15	7	8
7	2	14	0.2142857142857142	7	8
2	3	6	0.4833333333333333	7	8
3	3	9	0.3580246913580247	7	8
4	3	12	0.2407407407407407	7	8
5	3	15	0.2333333333333333	7	8
6	3	18	0.1722222222222222	7	8
7	3	21	0.1746031746031746	7	8
2	4	8	0.6125	7	8
3	4	12	0.4259259259259259	7	8
4	4	16	0.2125	7	8
5	4	20	0.21	7	8
6	4	24	0.1875	7	8
7	4	28	0.123015873015873	7	8
2	5	10	0.54	7	8
3	5	15	0.4066666666666666	7	8
4	5	20	0.32	7	8
5	5	25	0.236	7	8
6	5	30	0.2041666666666666	7	8
7	5	35	0.1510204081632653	7	8
2	6	12	0.4833333333333333	7	8
3	6	18	0.4388888888888889	7	8
4	6	24	0.1999999999999999	7	8
5	6	30	0.2148148148148148	7	8
6	6	36	0.15625	7	8
7	6	42	0.1369047619047619	7	8
2	7	14	0.5642857142857143	7	8
3	7	21	0.2666666666666666	7	8
4	7	28	0.2857142857142857	7	8
5	7	35	0.2158730158730158	7	8
6	7	42	0.1322751322751322	7	8
7	7	49	0.1201814058956916	7	8
2	1	2		7	9
3	1	3		7	9
4	1	4		7	9
5	1	5		7	9
6	1	6		7	9
7	1	7		7	9
2	2	4	0.725	7	9
3	2	6	0.4666666666666666	7	9
4	2	8	0.4125	7	9
5	2	10	0.35	7	9
6	2	12	0.1833333333333333	7	9
7	2	14	0.1714285714285714	7	9
2	3	6	0.5185185185185185	7	9
3	3	9	0.4444444444444444	7	9
4	3	12	0.3055555555555555	7	9
5	3	15	0.1555555555555555	7	9
6	3	18	0.2037037037037037	7	9
7	3	21	0.1571428571428571	7	9
2	4	8	0.5625	7	9
3	4	12	0.3583333333333333	7	9
4	4	16	0.29375	7	9
5	4	20	0.19375	7	9
6	4	24	0.2541666666666666	7	9
7	4	28	0.1349206349206349	7	9
2	5	10	0.4599999999999999	7	9
3	5	15	0.4733333333333333	7	9
4	5	20	0.29	7	9
5	5	25	0.212	7	9
6	5	30	0.1866666666666666	7	9
7	5	35	0.1314285714285714	7	9
2	6	12	0.5333333333333333	7	9
3	6	18	0.4388888888888889	7	9
4	6	24	0.287037037037037	7	9
5	6	30	0.1629629629629629	7	9
6	6	36	0.1666666666666666	7	9
7	6	42	0.0773809523809523	7	9
2	7	14	0.5642857142857143	7	9
3	7	21	0.3428571428571428	7	9
4	7	28	0.2964285714285714	7	9
5	7	35	0.1809523809523809	7	9
6	7	42	0.1380952380952381	7	9
7	7	49	0.1301020408163265	7	9
2	1	2		7	10
3	1	3		7	10
4	1	4		7	10
5	1	5		7	10
6	1	6		7	10
7	1	7		7	10
2	2	4		7	10
3	2	6		7	10
4	2	8		7	10
5	2	10		7	10
6	2	12		7	10
7	2	14		7	10
2	3	6		7	10
3	3	9	0.3222222222222222	7	10
4	3	12	0.2916666666666667	7	10
5	3	15	0.2866666666666667	7	10
6	3	18	0.1458333333333333	7	10
7	3	21	0.1375661375661375	7	10
2	4	8		7	10
3	4	12	0.5083333333333333	7	10
4	4	16	0.30625	7	10
5	4	20	0.27	7	10
6	4	24	0.1374999999999999	7	10
7	4	28	0.1285714285714286	7	10
2	5	10		7	10
3	5	15	0.3066666666666666	7	10
4	5	20	0.25	7	10
5	5	25	0.22	7	10
6	5	30	0.1481481481481481	7	10
7	5	35	0.165079365079365	7	10
2	6	12		7	10
3	6	18	0.2345679012345679	7	10
4	6	24	0.2685185185185185	7	10
5	6	30	0.15	7	10
6	6	36	0.2027777777777777	7	10
7	6	42	0.1326530612244897	7	10
2	7	14		7	10
3	7	21	0.4047619047619047	7	10
4	7	28	0.2142857142857142	7	10
5	7	35	0.2	7	10
6	7	42	0.1714285714285714	7	10
7	7	49	0.1428571428571428	7	10
2	1	2		7	11
3	1	3		7	11
4	1	4		7	11
5	1	5		7	11
6	1	6		7	11
7	1	7		7	11
2	2	4		7	11
3	2	6		7	11
4	2	8		7	11
5	2	10		7	11
6	2	12		7	11
7	2	14		7	11
2	3	6		7	11
3	3	9	0.4222222222222222	7	11
4	3	12	0.2083333333333333	7	11
5	3	15	0.2266666666666666	7	11
6	3	18	0.1388888888888889	7	11
7	3	21	0.1904761904761904	7	11
2	4	8		7	11
3	4	12	0.3796296296296296	7	11
4	4	16	0.24375	7	11
5	4	20	0.18	7	11
6	4	24	0.1999999999999999	7	11
7	4	28	0.1785714285714285	7	11
2	5	10		7	11
3	5	15	0.4222222222222222	7	11
4	5	20	0.3399999999999999	7	11
5	5	25	0.22	7	11
6	5	30	0.2	7	11
7	5	35	0.1571428571428571	7	11
2	6	12		7	11
3	6	18	0.3055555555555556	7	11
4	6	24	0.2583333333333333	7	11
5	6	30	0.1777777777777777	7	11
6	6	36	0.1638888888888889	7	11
7	6	42	0.1349206349206349	7	11
2	7	14		7	11
3	7	21	0.3523809523809524	7	11
4	7	28	0.2892857142857142	7	11
5	7	35	0.2	7	11
6	7	42	0.1296296296296296	7	11
7	7	49	0.0739795918367346	7	11
2	1	2		7	12
3	1	3		7	12
4	1	4		7	12
5	1	5		7	12
6	1	6		7	12
7	1	7		7	12
2	2	4		7	12
3	2	6		7	12
4	2	8		7	12
5	2	10		7	12
6	2	12		7	12
7	2	14		7	12
2	3	6		7	12
3	3	9	0.4444444444444444	7	12
4	3	12	0.2333333333333333	7	12
5	3	15	0.2148148148148148	7	12
6	3	18	0.2055555555555555	7	12
7	3	21	0.1746031746031746	7	12
2	4	8		7	12
3	4	12	0.4583333333333333	7	12
4	4	16	0.25625	7	12
5	4	20	0.225	7	12
6	4	24	0.1759259259259259	7	12
7	4	28	0.1507936507936507	7	12
2	5	10		7	12
3	5	15	0.42	7	12
4	5	20	0.31	7	12
5	5	25	0.168	7	12
6	5	30	0.1555555555555555	7	12
7	5	35	0.1342857142857142	7	12
2	6	12		7	12
3	6	18	0.4444444444444444	7	12
4	6	24	0.2458333333333333	7	12
5	6	30	0.1444444444444444	7	12
6	6	36	0.1388888888888889	7	12
7	6	42	0.1166666666666666	7	12
2	7	14		7	12
3	7	21	0.4021164021164021	7	12
4	7	28	0.2464285714285714	7	12
5	7	35	0.165079365079365	7	12
6	7	42	0.1428571428571428	7	12
7	7	49	0.1269841269841269	7	12
2	1	2	1.0	72	1
3	1	3	0.4583333333333333	72	1
4	1	4	0.46875	72	1
5	1	5	0.1399999999999999	72	1
6	1	6	0.1666666666666666	72	1
7	1	7	0.1785714285714285	72	1
2	2	4	0.4	72	1
3	2	6	0.2962962962962963	72	1
4	2	8	0.4722222222222222	72	1
5	2	10	0.1555555555555555	72	1
6	2	12	0.1759259259259259	72	1
7	2	14	0.0714285714285714	72	1
2	3	6	0.625	72	1
3	3	9	0.3703703703703704	72	1
4	3	12	0.1944444444444444	72	1
